Name,City,State,Longitude,Latitude
Aurora State Airport,AURORA,OR,-122.7699966430664,45.247100830078125
Leesburg International Airport,LEESBURG,FL,-81.80870056,28.82309914
San Marcos Regional Airport,SAN MARCOS,TX,-97.862999,29.8927
Wendover Airport,WENDOVER,UT,-114.03099823,40.7187004089
Central Nebraska Regional Airport,GRAND ISLAND,NE,-98.30960083007812,40.967498779296875
Crater Lake-Klamath Regional Airport,KLAMATH FALLS,OR,-121.733002,42.156101
Southwest Oregon Regional Airport,NORTH BEND,OR,-124.24600219726562,43.41709899902344
Waterloo Regional Airport,WATERLOO,IA,-92.40029907226562,42.557098388671875
Orcas Island Airport,EASTSOUND,WA,-122.910004,48.708199
Mansfield Lahm Regional Airport,MANSFIELD,OH,-82.5166015625,40.82139968869999
Bakersfield International Airport,BAKERSFIELD,CA,-118.996002,35.324799
Tri-State Airport / Milton J. Ferguson Field,HUNTINGTON,WV,-82.557999,38.366699
New Bedford Regional Airport,NEW BEDFORD,MA,-70.95690155029297,41.67610168457031
Pierre Regional Airport,PIERRE,SD,-100.2860031,44.38270187
Joslin Field Magic Valley Regional Airport,TWIN FALLS,ID,-114.487999,42.4818
Stillwater Regional Airport,STILLWATER,OK,-97.085581,36.162132
Telluride Regional Airport,TELLURIDE,CO,-107.907997,37.9538
Purdue University Airport,WEST LAFAYETTE,IN,-86.939363,40.412875
Astoria Regional Airport,ASTORIA,OR,-123.878997803,46.158000946
Ellington Airport,HOUSTON,TX,-95.1587982178,29.607299804700002
New Braunfels Municipal Airport,NEW BRAUNFELS,TX,-98.042198,29.7045
Jack Brooks Regional Airport,BEAUMONT/PORT ARTHUR,TX,-94.020699,29.9508
Brunswick Golden Isles Airport,BRUNSWICK,GA,-81.466499,31.258801
Cape Girardeau Regional Airport,CAPE GIRARDEAU,MO,-89.570801,37.2253
Dothan Regional Airport,DOTHAN,AL,-85.44960021972656,31.321300506591797
Joplin Regional Airport,JOPLIN,MO,-94.498299,37.151798
Owensboro Daviess County Airport,OWENSBORO,KY,-87.16680145,37.74010086
Pellston Regional Airport of Emmet County Airport,PELLSTON,MI,-84.79669952,45.57089996
Watertown International Airport,WATERTOWN,NY,-76.021698,43.991901
Hays Regional Airport,HAYS,KS,-99.273148,38.844521
Greenbrier Valley Airport,LEWISBURG,WV,-80.400438,37.857914
Central Wisconsin Airport,MOSINEE,WI,-89.670238,44.777448
Pullman-Moscow Regional Airport,PULLMAN,WA,-117.11163,46.741601
Portland Troutdale Airport,PORTLAND,OR,-122.40100097656,45.54940032959
Aberdeen Regional Airport,ABERDEEN,SD,-98.42179870605469,45.449100494384766
Florence Regional Airport,FLORENCE,SC,-79.7238998413086,34.18539810180664
Morgantown Municipal Airport Walter L. (Bill) Hart Field,MORGANTOWN,WV,-79.917598,39.643305
Southwest Wyoming Regional Airport,ROCK SPRINGS,WY,-109.065001,41.5942
Saint Cloud Regional Airport,SAINT CLOUD,MN,-94.059898,45.5466
Texarkana Regional Airport (Webb Field),TEXARKANA,AR,-93.990997,33.453701
Hagerstown Regional Richard A Henson Field,HAGERSTOWN,MD,-77.728014,39.708771
Carl R Keller Field,PORT CLINTON,OH,-82.868328,41.515647
Springfield-Beckley Municipal Airport,SPRINGFIELD,OH,-83.840202331543,39.840301513672
Lake Charles Regional Airport,LAKE CHARLES,LA,-93.22329711914062,30.126100540161133
Laramie Regional Airport,LARAMIE,WY,-105.67500305175781,41.31209945678711
Northwest Alabama Regional Airport,MUSCLE SHOALS,AL,-87.612981,34.745123
William R Fairchild International Airport,PORT ANGELES,WA,-123.5,48.120201
Martin State Airport,BALTIMORE,MD,-76.413803,39.325699
Friedman Memorial Airport,HAILEY,ID,-114.2959976,43.50439835
Lewiston Nez Perce County Airport,LEWISTON,ID,-117.01499938964844,46.3745002746582
Mason City Municipal Airport,MASON CITY,IA,-93.329716,43.159801
Monroe County Airport,BLOOMINGTON,IN,-86.61669921875,39.145999908447266
Smyrna Airport,SMYRNA,TN,-86.5201034546,36.0089988708
Bryce Canyon Airport,BRYCE CANYON,UT,-112.144996643,37.706401825
Four Corners Regional Airport,FARMINGTON,NM,-108.230003,36.741199
Kenosha Regional Airport,KENOSHA,WI,-87.92780304,42.59569931
Needles Airport,NEEDLES,CA,-114.623001099,34.7663002014
Nogales International Airport,NOGALES,AZ,-110.848,31.4177
Ponca City Regional Airport,PONCA CITY,OK,-97.09980011,36.73199844
Southwest Georgia Regional Airport,ALBANY,GA,-84.196215,31.532946
Coastal Carolina Regional Airport,NEW BERN,NC,-77.04290008539999,35.0730018616
Salem-Willamette Valley Airport/McNary Field,SALEM,OR,-123.002998,44.9095
Westerly State Airport,WESTERLY,RI,-71.803398,41.349602
Hickory Regional Airport,HICKORY,NC,-81.38950348,35.74110031
"Terre Haute Regional Airport, Hulman Field",TERRE HAUTE,IN,-87.307602,39.4515
Felts Field,SPOKANE,WA,-117.321925,47.682899
Anderson Regional Airport,ANDERSON,SC,-82.70939636230001,34.4945983887
Greater Kankakee Airport,KANKAKEE,IL,-87.8462982178,41.07139968869999
Kinston Regional Jetport At Stallings Field,KINSTON,NC,-77.60880279540001,35.331401825
Griffiss International Airport,ROME,NY,-75.40699768,43.23379898
South Valley Regional Airport,SALT LAKE CITY,UT,-111.992996,40.619499
Middle Georgia Regional Airport,MACON,GA,-83.64920043945312,32.69279861450195
Western Neb. Rgnl/William B. Heilig Airport,SCOTTSBLUFF,NE,-103.5960007,41.87400055
Yakima Air Terminal McAllister Field,YAKIMA,WA,-120.5439987,46.56819916
Eastern Sierra Regional Airport,BISHOP,CA,-118.363998,37.3731
Northeast Wyoming Regional Airport,GILLETTE,WY,-105.539001,44.3489
Muskegon County Airport,MUSKEGON,MI,-86.238197,43.169498
Corvallis Municipal Airport,CORVALLIS,OR,-123.2900009,44.49720001
Yuba County Airport,MARYSVILLE,CA,-121.5699997,39.09780121
Mobile Downtown Airport,MOBILE,AL,-88.06809997559999,30.626800537100003
Akron Fulton International Airport,AKRON,OH,-81.46784,41.037355
Del Rio International Airport,DEL RIO,TX,-100.927001953,29.3742008209
Goodland Municipal Airport,GOODLAND,KS,-101.699753,39.370701
Richard B Russell Airport,ROME,GA,-85.15799713130001,34.3506011963
Tonopah Airport,TONOPAH,NV,-117.086998,38.06019974
Southeast Iowa Regional Airport,BURLINGTON,IA,-91.12550354003906,40.783199310302734
DuBois Regional Airport,DUBOIS,PA,-78.8986969,41.17829895
Kirksville Regional Airport,KIRKSVILLE,MO,-92.5448989868164,40.09349822998047
Mid Ohio Valley Regional Airport,PARKERSBURG (WILLIAMSTOWN),WV,-81.439201,39.3451
Plattsburgh International Airport,PLATTSBURGH,NY,-73.46810150146484,44.650901794433594
Tupelo Regional Airport,TUPELO,MS,-88.7698974609375,34.26810073852539
Valdosta Regional Airport,VALDOSTA,GA,-83.27670288085938,30.782499313354492
San Luis Valley Regional Airport/Bergman Field,ALAMOSA,CO,-105.866997,37.434898
Lea County Regional Airport,HOBBS,NM,-103.217003,32.6875
Albert J Ellis Airport,RICHLANDS,NC,-77.612099,34.829201
Battle Creek Executive Airport at Kellogg Field,BATTLE CREEK,MI,-85.251503,42.307301
Jackson County Airport/Reynolds Field,JACKSON,MI,-84.463019,42.260509
Columbus Municipal Airport,COLUMBUS,IN,-85.895576,39.262386
Schenectady County Airport,SCHENECTADY,NY,-73.928901672363,42.852500915527
Porter County Municipal Airport,VALPARAISO,IN,-87.00710297,41.45399857
Logan-Cache Airport,LOGAN,UT,-111.851997375,41.7911987305
Angelina County Airport,LUFKIN,TX,-94.75,31.2339992523
Newport Municipal Airport,NEWPORT,OR,-124.057999,44.580399
Cox Field,PARIS,TX,-95.450798034668,33.636600494385
Bert Mooney Airport,BUTTE,MT,-112.49700164794922,45.95479965209961
Golden Triangle Regional Airport,COLUMBUS/W POINT/STARKVILLE,MS,-88.5914,33.450298
Decatur Airport,DECATUR,IL,-88.8656997680664,39.834598541259766
Liberal Mid-America Regional Airport,LIBERAL,KS,-100.9599991,37.0442009
Quincy Regional Airport Baldwin Field,QUINCY,IL,-91.194603,39.942699
Victoria Regional Airport,VICTORIA,TX,-96.91850280761719,28.85260009765625
Pitt-Greenville Airport,GREENVILLE,NC,-77.384262,35.635535
Las Cruces International Airport,LAS CRUCES,NM,-106.921997,32.289398
Lawton Fort Sill Regional Airport,LAWTON,OK,-98.416603,34.567699
Vernal Regional Airport,VERNAL,UT,-109.511661,40.436214
Bowerman Airport,HOQUIAM,WA,-123.93699646,46.971199035599994
Draughon Miller Central Texas Regional Airport,TEMPLE,TX,-97.407799,31.1525
St Louis Regional Airport,ALTON/ST LOUIS,IL,-90.0459976196,38.89030075069999
Bob Sikes Airport,CRESTVIEW,FL,-86.522102356,30.778799057
Huntsville Regional Airport,HUNTSVILLE,TX,-95.5871963501,30.7469005585
Jack Mc Namara Field Airport,CRESCENT CITY,CA,-124.236403,41.778929
McKellar-Sipes Regional Airport,JACKSON,TN,-88.915604,35.599899
Sheridan County Airport,SHERIDAN,WY,-106.9800033569336,44.76919937133789
Yellowstone Regional Airport,CODY,WY,-109.024002,44.520199
Gallup Municipal Airport,GALLUP,NM,-108.788166,35.511653
Gunnison Crested Butte Regional Airport,GUNNISON,CO,-106.934566,38.534672
Veterans Airport of Southern Illinois,MARION,IL,-89.016568,37.751208
Show Low Regional Airport,SHOW LOW,AZ,-110.007091,34.264062
Pangborn Memorial Airport,WENATCHEE,WA,-120.207001,47.398899
London-Corbin Airport/Magee Field,LONDON,KY,-84.08489990230001,37.0821990967
Quonset State Airport,NORTH KINGSTOWN,RI,-71.412101745605,41.597099304199
Ada Regional Airport,ADA,OK,-96.671988,34.805214
Columbia Gorge Regional Airport,DALLESPORT / THE DALLES,OR,-121.170777,45.620979
Deming Municipal Airport,DEMING,NM,-107.721000671,32.262298584
Cecil Airport,JACKSONVILLE,FL,-81.876701,30.2187
Jonesboro Municipal Airport,JONESBORO,AR,-90.64640045166016,35.83169937133789
Massena International Airport Richards Field,MASSENA,NY,-74.844304,44.936157
Adirondack Regional Airport,SARANAC LAKE,NY,-74.204629,44.38691
Kearney Regional Airport,KEARNEY,NE,-99.006798,40.727001
McCall Municipal Airport,MCCALL,ID,-116.101112,44.888837
Miramar Marine Corps Air Station - Mitscher Field,SAN DIEGO,CA,-117.1429977,32.86840057
Zanesville Municipal Airport,ZANESVILLE,OH,-81.89209747310001,39.9444007874
Drake Field,FAYETTEVILLE,AR,-94.17009735107422,36.00510025024414
Cuyahoga County Airport,CLEVELAND,OH,-81.4863967896,41.5651016235
Southeast Colorado Regional Airport,LAMAR,CO,-102.691373,38.066407
Mesquite International Airport,MESQUITE,NV,-114.055928,36.833105
Wheeling Ohio County Airport,WHEELING,WV,-80.6463012695,40.1749992371
Scott AFB/Midamerica Airport,BELLEVILLE,IL,-89.835197,38.5452
North Central West Virginia Airport,BRIDGEPORT,WV,-80.228104,39.2966
Boone County Airport,HARRISON,AR,-93.15470123291016,36.26150131225586
McCook Ben Nelson Regional Airport,MCCOOK,NE,-100.592794,40.207787
Anniston Regional Airport,ANNISTON,AL,-85.8581,33.5882
Eastern WV Regional Airport/Shepherd Field,MARTINSBURG,WV,-77.98459625,39.40190125
Millville Municipal Airport,MILLVILLE,NJ,-75.072197,39.367802
Millington-Memphis Airport,MILLINGTON,TN,-89.8703,35.356701
Western Carolina Regional Airport,ANDREWS,NC,-83.862999,35.195202
Bemidji Regional Airport,BEMIDJI,MN,-94.93370056,47.50939941
Murray Field,EUREKA,CA,-124.112999,40.803398
Southwest Washington Regional Airport,KELSO,WA,-122.898002625,46.11800003049999
Mid-Way Regional Airport,MIDLOTHIAN/WAXAHACHIE,TX,-96.912399,32.4587
Dodge City Regional Airport,DODGE CITY,KS,-99.9655990600586,37.76340103149414
Houghton County Memorial Airport,HANCOCK,MI,-88.48909759521484,47.168399810791016
Range Regional Airport,HIBBING,MN,-92.836905,47.384831
Falls International Airport,INTERNATIONAL FALLS,MN,-93.4030990600586,48.566200256347656
Jamestown Regional Airport,JAMESTOWN,ND,-98.67819977,46.92969894
Miles City Airport - Frank Wiley Field,MILES CITY,MT,-105.885372,46.427268
Presque Isle International Airport,PRESQUE ISLE,ME,-68.0448,46.688999
Walla Walla Regional Airport,WALLA WALLA,WA,-118.288002,46.09489822
Dickinson Theodore Roosevelt Regional Airport,DICKINSON,ND,-102.801905,46.797533
Delta County Airport,ESCANABA,MI,-87.088623,45.723199
Danville Regional Airport,DANVILLE,VA,-79.336098,36.572899
Southern Illinois Airport,MURPHYSBORO,IL,-89.251999,37.778099
Mc Alester Regional Airport,MC ALESTER,OK,-95.783501,34.882401
Brunswick Executive Airport,BRUNSWICK,ME,-69.93859863,43.89220047
Elizabeth City Regional Airport & Coast Guard Air Station,ELIZABETH CITY,NC,-76.174599,36.260601
Evanston-Uinta County Airport-Burns Field,EVANSTON,WY,-111.0350037,41.27479935
Grant County International Airport,MOSES LAKE,WA,-119.3199997,47.20769882
North Island Naval Air Station-Halsey Field,SAN DIEGO,CA,-117.2149963,32.69919968
Winnemucca Municipal Airport,WINNEMUCCA,NV,-117.805999756,40.8965988159
Alpena County Regional Airport,ALPENA,MI,-83.56030273,45.0780983
South Arkansas Regional Airport at Goodwin Field,EL DORADO,AR,-92.813301,33.221001
Mid Delta Regional Airport,GREENVILLE,MS,-90.985603,33.482899
Chippewa County International Airport,KINCHELOE,MI,-84.471379,46.247707
Knox County Regional Airport,ROCKLAND,ME,-69.099197,44.060101
Moffett Federal Airfield,MOUNTAIN VIEW,CA,-122.049004,37.4161
Texas Gulf Coast Regional Airport,ANGLETON,TX,-95.462097,29.108601
Daniel Field,AUGUSTA,GA,-82.0393981934,33.4664993286
North Texas Regional Airport Perrin Field,DENISON,TX,-96.673698,33.7141
Durant Regional Airport - Eaker Field,DURANT,OK,-96.395072,33.939675
Venango Regional Airport,FRANKLIN,PA,-79.8603973389,41.3778991699
Kimble County Airport,JUNCTION,TX,-99.7634963989,30.5112991333
Garfield County Regional Airport,RIFLE,CO,-107.726997,39.526299
Augusta State Airport,AUGUSTA,ME,-69.7973022461,44.320598602299995
Branson Airport,BRANSON,MO,-93.200544,36.532082
Central Wyoming Regional Airport,RIVERTON,WY,-108.459999,43.064201
Chandler Field,ALEXANDRIA,MN,-95.394699,45.866299
Edward F Knapp State Airport,BARRE/MONTPELIER,VT,-72.56230164,44.20349884
Beaver County Airport,BEAVER FALLS,PA,-80.391403,40.772499
Burley Municipal Airport,BURLEY,ID,-113.772003174,42.542598724399994
Las Vegas Municipal Airport,LAS VEGAS,NM,-105.141998,35.654202
Ozark Regional Airport,MOUNTAIN HOME,AR,-92.47049713130001,36.3689002991
Space Florida Launch and Landing Facility,TITUSVILLE,FL,-80.694504,28.615
Altoona Blair County Airport,ALTOONA,PA,-78.32,40.296398
Hattiesburg Laurel Regional Airport,MOSELLE,MS,-89.337097,31.4671
Thief River Falls Regional Airport,THIEF RIVER FALLS,MN,-96.184998,48.065701
Ottumwa Regional Airport,OTTUMWA,IA,-92.449837,41.106368
Rocky Mount Wilson Regional Airport,ROCKY MOUNT,NC,-77.891899,35.8563
Naval Air Station Pensacola Forrest Sherman Field,PENSACOLA,FL,-87.318604,30.352699
Northeast Ohio Regional Airport,ASHTABULA,OH,-80.695503,41.778
Dalhart Municipal Airport,DALHART,TX,-102.54699707,36.0225982666
Ely Airport Yelland Field,ELY,NV,-114.8420029,39.29970169
Hattiesburg Bobby L Chain Municipal Airport,HATTIESBURG,MS,-89.25279999,31.26479912
Jacksonville Naval Air Station (Towers Field),JACKSONVILLE,FL,-81.680603,30.2358
Karl Stefan Memorial Airport,NORFOLK,NE,-97.435096740723,41.985500335693
University Oxford Airport,OXFORD,MS,-89.536796569824,34.384300231934
Sidney Municipal Airport Lloyd W Carr Field,SIDNEY,NE,-102.985001,41.101299
Johnston Regional Airport,SMITHFIELD,NC,-78.390297,35.540901
Bradford Regional Airport,BRADFORD,PA,-78.64009857177734,41.8031005859375
Glasgow Valley County Airport Wokal Field,GLASGOW,MT,-106.614998,48.212502
John Murtha Johnstown Cambria County Airport,JOHNSTOWN,PA,-78.83390045166016,40.31610107421875
Rhinelander Oneida County Airport,RHINELANDER,WI,-89.46749877929688,45.63119888305664
Clovis Municipal Airport,CLOVIS,NM,-103.078794,34.426594
Cortez Municipal Airport,CORTEZ,CO,-108.627998,37.303001
Homestead ARB Airport,HOMESTEAD,FL,-80.38359833,25.48859978
Mission Field,LIVINGSTON,MT,-110.447998047,45.6994018555
Lumberton Regional Airport,LUMBERTON,NC,-79.05943,34.610773
Hurlburt Field,MARY ESTHER,FL,-86.689301,30.427799
Winkler County Airport,WINK,TX,-103.200996399,31.779600143399996
Raleigh County Memorial Airport,BEAVER,WV,-81.124199,37.7873
Huron Regional Airport,HURON,SD,-98.2285,44.385201
Lewistown Municipal Airport,LEWISTOWN,MT,-109.466143,47.048429
Naval Air Station Corpus Christi Truax Field,CORPUS CHRISTI,TX,-97.2911,27.6926
Burns Municipal Airport,BURNS,OR,-118.955154,43.590463
Sawyer County Airport,HAYWARD,WI,-91.44429779050002,46.025199890100005
Chautauqua County-Jamestown Airport,JAMESTOWN,NY,-79.254008,42.15425
Derby Field,LOVELOCK,NV,-118.565002441,40.0663986206
New Richmond Regional Airport,NEW RICHMOND,WI,-92.538101,45.1483
"Pine Bluff Regional Airport, Grider Field",PINE BLUFF,AR,-91.935643,34.174121
Rawlins Municipal Airport/Harvey Field,RAWLINS,WY,-107.1999969,41.80559921
Lake Cumberland Regional Airport,SOMERSET,KY,-84.6158981323,37.053398132299996
Palmdale Regional Airport / USAF Plant 42 Airport,PALMDALE,CA,-118.084999,34.629398
Ogdensburg International Airport,OGDENSBURG,NY,-75.4655,44.6819
Greenwood–Leflore Airport,GREENWOOD,MS,-90.088204,33.495025
Shelby County Airport,ALABASTER,AL,-86.78279877,33.17699814
Chanute Martin Johnson Airport,CHANUTE,KS,-95.486727,37.668173
Cut Bank International Airport,CUT BANK,MT,-112.378183,48.608657
Bisbee Douglas International Airport,DOUGLAS BISBEE,AZ,-109.603996277,31.4689998627
El Centro NAF Airport (Vraciu Field),EL CENTRO,CA,-115.671996,32.829201
Redwood Falls Municipal Airport,REDWOOD FALLS,MN,-95.082298,44.547199
Miller Field,VALENTINE,NE,-100.549192,42.856211
Watertown Regional Airport,WATERTOWN,SD,-97.15470123,44.91400146
Worland Municipal Airport,WORLAND,WY,-107.950996,43.965698
Chadron Municipal Airport,CHADRON,NE,-103.095001,42.837601
Devils Lake Regional Airport,DEVILS LAKE,ND,-98.908796,48.115454
Eastern Oregon Regional Airport at Pendleton,PENDLETON,OR,-118.841003,45.695099
Grant County Airport,SILVER CITY,NM,-108.154736,32.636701
Cherry Point MCAS / Cunningham Field/,CHERRY POINT,NC,-76.880699,34.900902
Crossville Memorial Airport Whitson Field,CROSSVILLE,TN,-85.08499,35.95131
Alice International Airport,ALICE,TX,-98.026901,27.7409
Elkins-Randolph County Regional Airport,ELKINS,WV,-79.857651,38.889759
Chan Gurney Municipal Airport,YANKTON,SD,-97.385902404785,42.916698455811
Sierra Blanca Regional Airport,ALTO,NM,-105.535004,33.462799
Jim Hamilton L.B. Owens Airport,COLUMBIA,SC,-80.9952011108,33.970500946
Naval Air Station Key West/Boca Chica Field,KEY WEST,FL,-81.68890381,24.57579994
Acadiana Regional Airport,NEW IBERIA,LA,-91.883904,30.0378
Norfolk Naval Station (Chambers Field),NORFOLK,VA,-76.289299,36.937599
Whidbey Island Naval Air Station (Ault Field),OAK HARBOR,WA,-122.655998,48.351799
Ontario Municipal Airport,OREGON,OR,-117.013289,44.0198
Ralph Wenz Field,PINEDALE,WY,-109.8069992,42.79550171
Russell Municipal Airport,RUSSELL,KS,-98.811798095703,38.872100830078
Tucumcari Municipal Airport,TUCUMCARI,NM,-103.602996826,35.182800293
Alamogordo White Sands Regional Airport,ALAMOGORDO,NM,-105.993149,32.837818
Mercer County Airport,BLUEFIELD,WV,-81.207703,37.295799
Alliance Municipal Airport,ALLIANCE,NE,-102.803965,42.052543
Dawson Community Airport,GLENDIVE,MT,-104.80691,47.137658
Baker City Municipal Airport,BAKER CITY,OR,-117.808998108,44.837299346900004
Curtis Field,BRADY,TX,-99.324732,31.178931
Childress Municipal Airport,CHILDRESS,TX,-100.288002014,34.4337997437
Sonora Municipal Airport,SONORA,TX,-100.6490020752,30.585699081421
Wausau Downtown Airport,WAUSAU,WI,-89.6266021729,44.9262008667
Havre City County Airport,HAVRE,MT,-109.762859,48.541387
Ford Airport,KINGSFORD,MI,-88.114557,45.81911
Sidney - Richland Regional Airport,SIDNEY,MT,-104.194422,47.705141
Baudette International Airport,BAUDETTE,MN,-94.612197876,48.7284011841
Miley Memorial Field,BIG PINEY,WY,-110.1110001,42.58509827
Guymon Municipal Airport,GUYMON,OK,-101.508003235,36.6851005554
Houlton International Airport,HOULTON,ME,-67.792098999,46.1231002808
Orangeburg Municipal Airport,ORANGEBURG,SC,-80.859497070312,33.456798553467
Taos Regional Airport,TAOS,NM,-105.67749,36.452494
New Orleans NAS JRB/Alvin Callender Field,NEW ORLEANS,LA,-90.03500366,29.82530022
Saline County Regional Airport,BRYANT,AR,-92.479401,34.590599
Lake Country Regional Airport,CLARKSVILLE,VA,-78.560097,36.595798
Hobart Regional Airport,HOBART,OK,-99.051313,34.991317
Whiting Field Naval Air Station South Airport,MILTON,FL,-87.023003,30.704399
Truth or Consequences Municipal Airport,TRUTH OR CONSEQUENCES,NM,-107.272003,33.2369
Oceana Naval Air Station,VIRGINIA BEACH,VA,-76.033501,36.820702
Wilmington Airpark,WILMINGTON,OH,-83.792098999,39.427898407
Lemhi County Airport,SALMON,ID,-113.88196,45.122233
Williston Basin International Airport,WILLISTON,ND,-103.748797,48.258387
Kingsville Naval Air Station,KINGSVILLE,TX,-97.8097000122,27.5072002411
South Alabama Regional At Bill Benton Field Airport,ANDALUSIA/OPP,AL,-86.393799,31.3088
Lemoore Naval Air Station (Reeves Field) Airport,LEMOORE,CA,-119.9520035,36.33300018
Mobridge Municipal Airport,MOBRIDGE,SD,-100.4079971,45.54650116
Camp Pendleton MCAS (Munn Field) Airport,OCEANSIDE,CA,-117.3550034,33.30130005
Troy Municipal Airport at N Kenneth Campbell Field,TROY,AL,-86.012101,31.860399
West Woodward Airport,WOODWARD,OK,-99.5226667,36.438
Arkansas International Airport,BLYTHEVILLE,AR,-89.94400024410001,35.9642982483
Caribou Municipal Airport,CARIBOU,ME,-68.017899,46.871498
China Lake Naws (Armitage Field) Airport,CHINA LAKE,CA,-117.6920013,35.6853981
Duke Field,CRESTVIEW,FL,-86.52290344,30.65040016
Beauregard Regional Airport,DERIDDER,LA,-93.339897,30.831699
Fallon Naval Air Station,FALLON,NV,-118.7009964,39.41659927
Naval Station Mayport / Admiral David L McDonald Field,JACKSONVILLE,FL,-81.424698,30.3911
Hunt Field,LANDER,WY,-108.730003,42.815201
Patuxent River Naval Air Station (Trapnell Field),PATUXENT RIVER,MD,-76.411797,38.285999
Central Kentucky Regional Airport,RICHMOND,KY,-84.332298,37.630798
MCAS New River / McCutcheon Field,JACKSONVILLE,NC,-77.439697,34.708401
Volk Field,CAMP DOUGLAS,WI,-90.253402709961,43.938999176025
Columbus Municipal Airport,COLUMBUS,NE,-97.340174,41.448145
Ely Municipal Airport,ELY,MN,-91.83070374,47.82450104
Whiting Field Naval Air Station - North,MILTON,FL,-87.02189636,30.7241993
L M Clayton Airport,WOLF POINT,MT,-105.574997,48.094501
McComb-Pike County Airport / John E Lewis Field,MCCOMB,MS,-90.471901,31.178499
Northeast Iowa Regional Airport,CHARLES CITY,IA,-92.6108016968,43.0726013184
Julian Carroll Airport,JACKSON,KY,-83.31729888916016,37.59389877319336
Monticello Municipal Ellis Field,MONTICELLO,AR,-91.750999,33.638599
Quantico Marine Corps Airfield / Turner Field,QUANTICO,VA,-77.305298,38.501701
Homey (Area 51) Airport,GROOM LAKE,NV,-115.81099700927734,37.23500061035156
Naval Air Station Meridian / McCain Field,LAUDERDALE,MS,-88.55406,32.5531
Beaufort MCAS - Merritt Field,BEAUFORT,SC,-80.723197937,32.4774017334
Cape Canaveral SFS Skid Strip,COCOA BEACH,FL,-80.566597,28.4676
Lakehurst Maxfield Field Airport,LAKEHURST,NJ,-74.353302,40.03329849
Desert Rock Airport,MERCURY,NV,-116.032997,36.6194
Twentynine Palms Strategic Expeditionary Landing Field,TWENTYNINE PALMS,CA,-116.162003,34.2962
Van Zandt County Regional Airport,WILLS POINT,TX,-95.9841,32.681499
